frame.number,eth.src,eth.dst,frame.len,rel_time,primary
6492,247033387452035.00,105927195770177.00,66,0.001545,0
6493,105927195770177.00,211811468.00,54,0.000236,0
6494,105927195770177.00,211811468.00,571,0.001431,0
6495,105927195770177.00,211811468.00,571,0.002469,0
6496,105927195770177.00,211811468.00,79,0.036466,0
6497,105927195770177.00,211811468.00,72,0.000001,0
6498,105927195770177.00,211811468.00,66,0.00013,0
6499,247033387452659.00,105927195770177.00,171,0.001595,0
6500,105927195770177.00,211811468.00,66,0.001052,0
6501,105927195770177.00,211811468.00,78,0.000324,0
6502,105927195770177.00,211811468.00,66,0.001174,0
6503,105927195770177.00,211811468.00,66,0.006322,0
6504,105927195770177.00,211811468.00,80,0.001358,0
6505,105927195770177.00,211811468.00,66,0.000876,0
6506,247033387452659.00,105927195770177.00,172,0.001316,0
6507,247033387452035.00,105927195770177.00,66,0.000171,0
6508,105927195770177.00,211811468.00,54,0.000107,0
6509,247033387452659.00,105927195770177.00,173,0.000184,0
6510,247033387452659.00,105927195770177.00,179,0.001468,0
6511,105927195770177.00,211811468.00,571,0.000631,0
6512,247033387452035.00,105927195770177.00,66,0.000464,0
6513,105927195770177.00,211811468.00,54,0.000113,0
6514,105927195770177.00,211811468.00,66,0.000197,0
6515,105927195770177.00,211811468.00,76,0.000293,0
6516,105927195770177.00,211811468.00,66,0.000276,0
6517,105927195770177.00,211811468.00,78,0.000362,0
6518,105927195770177.00,211811468.00,571,0.001899,0
6519,105927195770177.00,211811468.00,66,0.001442,0
6520,105927195770177.00,211811468.00,83,0.000255,0
6521,247033387452035.00,105927195770177.00,66,0.008414,0
6522,105927195770177.00,211811468.00,54,0.000116,0
6523,105927195770177.00,211811468.00,571,0.002307,0
6524,247033387452035.00,105927195770177.00,54,0.005421,0
6525,247033387452035.00,105927195770177.00,1514,0.002069,0
6526,247033387452035.00,105927195770177.00,1514,0.000372,0
6527,247033387452035.00,105927195770177.00,930,0.000001,0
6528,105927195770177.00,211811468.00,54,0.00009,0
6529,247033387452035.00,105927195770177.00,54,0.001585,0
6530,105927195770177.00,211811468.00,180,0.00147,0
6531,247033387452035.00,105927195770177.00,1514,0.000041,0
6532,247033387452035.00,105927195770177.00,1514,0.000368,0
6533,247033387452035.00,105927195770177.00,930,0.000002,0
6534,105927195770177.00,211811468.00,54,0.000089,0
6535,105927195770177.00,211811468.00,180,0.002887,0
6536,105927195770177.00,211811468.00,54,0.005865,0
6537,105927195770177.00,211811468.00,147,0.002063,0
6538,247033387452659.00,105927195770177.00,174,0.001455,0
6539,105927195770177.00,211811468.00,202,0.000056,0
6540,247033387452659.00,105927195770177.00,167,0.000355,0
6541,247033387452659.00,105927195770177.00,167,0.000001,0
6542,247033387452659.00,105927195770177.00,167,0,0
6543,247033387452659.00,105927195770177.00,179,0.000001,0
6544,247033387452659.00,105927195770177.00,164,0,0
6545,247033387452659.00,105927195770177.00,171,0,0
6546,247033387452659.00,105927195770177.00,172,0.000002,0
6547,247033387452659.00,105927195770177.00,173,0.000229,0
6548,247033387452659.00,105927195770177.00,179,0.000001,0
6549,105927195770177.00,211811468.00,323,0.000097,0
6550,105927195770177.00,211811468.00,156,0.001848,0
6551,105927195770177.00,211811468.00,78,0.002498,0
6552,105927195770177.00,211811468.00,154,0.001335,0
6553,105927195770177.00,211811468.00,78,0.000971,0
6554,247033387452035.00,105927195770177.00,66,0.015679,0
6555,105927195770177.00,211811468.00,54,0.00013,0
6556,105927195770177.00,211811468.00,76,0.00042,0
6557,105927195770177.00,211811468.00,78,0.00001,0
6558,247033387452035.00,105927195770177.00,66,0.002019,0
6559,105927195770177.00,211811468.00,54,0.000122,0
6560,247033387452035.00,105927195770177.00,66,0.001216,0
6561,105927195770177.00,211811468.00,54,0.000117,0
6562,105927195770177.00,211811468.00,83,0.000393,0
6563,105927195770177.00,211811468.00,571,0.000301,0
6564,247033387452035.00,105927195770177.00,66,0.00543,0
6565,105927195770177.00,211811468.00,54,0.000128,0
6566,247033387452035.00,105927195770177.00,66,0.000389,0
6567,105927195770177.00,211811468.00,54,0.000103,0
6568,247033387452659.00,105927195770177.00,175,0.000405,0
6569,105927195770177.00,211811468.00,79,0.001648,0
6570,105927195770177.00,211811468.00,162,0.00138,0
6571,247033387452035.00,105927195770177.00,54,0.001133,0
6572,247033387452035.00,105927195770177.00,66,0.001394,0
6573,105927195770177.00,211811468.00,54,0.000127,0
6574,247033387452035.00,105927195770177.00,1514,0.000179,0
6575,247033387452035.00,105927195770177.00,1514,0.000413,0
6576,247033387452035.00,105927195770177.00,930,0.000001,0
6577,247033387452035.00,105927195770177.00,66,0.000001,0
6578,105927195770177.00,211811468.00,54,0.000137,0
6579,105927195770177.00,211811468.00,54,0.000078,0
6580,105927195770177.00,211811468.00,571,0.001396,0
6581,247033387452035.00,105927195770177.00,54,0.00054,0
6582,247033387452035.00,105927195770177.00,1514,0.001867,0
6583,247033387452035.00,105927195770177.00,66,0.000002,0
6584,105927195770177.00,211811468.00,54,0.000151,0
6585,247033387452035.00,105927195770177.00,1514,0.000191,0
6586,247033387452035.00,105927195770177.00,930,0.000001,0
6587,105927195770177.00,211811468.00,54,0.000068,0
6588,105927195770177.00,211811468.00,180,0.000193,0
6589,247033387452659.00,105927195770177.00,170,0.002031,0
6590,105927195770177.00,211811468.00,180,0.001213,0
6591,105927195770177.00,211811468.00,571,0.002278,0
6592,105927195770177.00,211811468.00,571,0.003985,0
6593,247033387452659.00,105927195770177.00,170,0.000185,0
6594,247033387452035.00,105927195770177.00,54,0.000262,0
6595,247033387452035.00,105927195770177.00,1514,0.001558,0
6596,105927195770177.00,211811468.00,54,0.000363,0
6597,247033387452035.00,105927195770177.00,1514,0.000003,0
6598,247033387452035.00,105927195770177.00,930,0.000002,0
6599,105927195770177.00,211811468.00,54,0.000067,0
6600,105927195770177.00,211811468.00,54,0.000567,0
6601,247033387452659.00,105927195770177.00,175,0.000271,0
6602,105927195770177.00,211811468.00,85,0.000282,0
6603,247033387452659.00,105927195770177.00,168,0.000155,0
6604,105927195770177.00,211811468.00,180,0.002348,0
6605,105927195770177.00,211811468.00,84,0.001377,0
6606,105927195770177.00,211811468.00,87,0,0
6607,105927195770177.00,211811468.00,156,0.001343,0
6608,247033387452035.00,105927195770177.00,328,0.001378,0
6609,247033387452035.00,105927195770177.00,123,0.000193,0
6610,105927195770177.00,211811468.00,54,0.000053,0
6611,105927195770177.00,211811468.00,156,0.00023,0
6612,247033387452659.00,105927195770177.00,164,0.001844,0
6613,105927195770177.00,211811468.00,192,0.000063,0
6614,105927195770177.00,211811468.00,54,0.000477,0
6615,247033387452035.00,105927195770177.00,312,0.001919,0
6616,105927195770177.00,211811468.00,92,0.000017,0
6617,105927195770177.00,211811468.00,54,0.000075,0
6618,247033387452035.00,105927195770177.00,123,0.000151,0
6619,105927195770177.00,211811468.00,54,0.000035,0
6620,105927195770177.00,211811468.00,78,0.000959,0
6621,105927195770177.00,211811468.00,158,0.000973,0
6622,105927195770177.00,211811468.00,157,0.002156,0
6623,247033387452035.00,105927195770177.00,92,0.001721,0
6624,105927195770177.00,211811468.00,158,0.000014,0
6625,105927195770177.00,211811468.00,165,0.001639,0
6626,247033387452035.00,105927195770177.00,54,0.002362,0
6627,247033387452035.00,105927195770177.00,320,0.000706,0
6628,247033387452035.00,105927195770177.00,92,0.000259,0
6629,105927195770177.00,211811468.00,54,0.00006,0
6630,247033387452035.00,105927195770177.00,320,0.002126,0
6631,247033387452035.00,105927195770177.00,92,0.000175,0
6632,105927195770177.00,211811468.00,54,0.000055,0
6633,247033387452035.00,105927195770177.00,320,0.004146,0
6634,247033387452035.00,105927195770177.00,92,0.000218,0
6635,105927195770177.00,211811468.00,54,0.000083,0
6636,247033387452659.00,105927195770177.00,170,0.000568,0
6637,247033387452659.00,105927195770177.00,170,0.009994,0
6638,105927195770177.00,211811468.00,79,0.001489,0
6639,105927195770177.00,211811468.00,86,0.000105,0
6640,105927195770177.00,211811468.00,158,0.002224,0
6641,247033387452035.00,105927195770177.00,54,0.00489,0
6642,247033387452035.00,105927195770177.00,1514,0.001909,0
6643,247033387452035.00,105927195770177.00,1514,0.000307,0
6644,247033387452035.00,105927195770177.00,930,0.000004,0
6645,105927195770177.00,211811468.00,54,0.000085,0
6646,105927195770177.00,211811468.00,180,0.003234,0
6647,105927195770177.00,211811468.00,54,0.005231,0
6648,247033387452035.00,105927195770177.00,320,0.00108,0
6649,105927195770177.00,211811468.00,54,0.000093,0
6650,105927195770177.00,211811468.00,159,0.001182,0
6651,247033387452035.00,105927195770177.00,54,0.000749,0
6652,247033387452035.00,105927195770177.00,1514,0.001476,0
6653,247033387452035.00,105927195770177.00,1514,0.000316,0
6654,247033387452035.00,105927195770177.00,930,0.000001,0
6655,105927195770177.00,211811468.00,54,0.000083,0
6656,247033387452035.00,105927195770177.00,312,0.001078,0
6657,105927195770177.00,211811468.00,54,0.0001,0
6658,247033387452035.00,105927195770177.00,123,0.000191,0
6659,105927195770177.00,211811468.00,54,0.000034,0
6660,105927195770177.00,211811468.00,180,0.002203,0
6661,247033387452659.00,105927195770177.00,170,0.001199,0
6662,247033387452035.00,105927195770177.00,312,0.00023,0
6663,105927195770177.00,211811468.00,54,0.000088,0
6664,247033387452035.00,105927195770177.00,123,0.000163,0
6665,105927195770177.00,211811468.00,54,0.00003,0
6666,247033387452659.00,105927195770177.00,171,0.000933,0
6667,247033387452035.00,105927195770177.00,54,0.001017,0
6668,105927195770177.00,211811468.00,85,0.001366,0
6669,247033387452035.00,105927195770177.00,1514,0.000183,0
6670,247033387452035.00,105927195770177.00,1514,0.000315,0
6671,247033387452035.00,105927195770177.00,930,0.000002,0
6672,105927195770177.00,211811468.00,87,0.000062,0
6673,105927195770177.00,211811468.00,54,0.000014,0
6674,105927195770177.00,211811468.00,86,0.000157,0
6675,105927195770177.00,211811468.00,84,0.00013,0
6676,105927195770177.00,211811468.00,54,0.00008,0
6677,247033387452035.00,105927195770177.00,54,0.001633,0
6678,105927195770177.00,211811468.00,180,0.001765,0
6679,247033387452035.00,105927195770177.00,1514,0.000008,0
6680,247033387452035.00,105927195770177.00,1514,0.000371,0
6681,247033387452035.00,105927195770177.00,930,0.000002,0
6682,105927195770177.00,211811468.00,54,0.000069,0
6683,105927195770177.00,211811468.00,180,0.002966,0
6684,247033387452035.00,105927195770177.00,328,0.000752,0
6685,105927195770177.00,211811468.00,54,0.000099,0
6686,247033387452035.00,105927195770177.00,123,0.000183,0
6687,105927195770177.00,211811468.00,54,0.000035,0
6688,105927195770177.00,211811468.00,165,0.001259,0
6689,247033387452035.00,105927195770177.00,92,0.000863,0
6690,247033387452035.00,105927195770177.00,320,0.000793,0
6691,105927195770177.00,211811468.00,54,0.00009,0
6692,247033387452035.00,105927195770177.00,92,0.000195,0
6693,247033387452035.00,105927195770177.00,320,0.00078,0
6694,105927195770177.00,211811468.00,54,0.000085,0
6695,105927195770177.00,211811468.00,159,0.000941,0
6696,247033387452659.00,105927195770177.00,168,0.001142,0
6697,105927195770177.00,211811468.00,54,0.00201,0
6698,105927195770177.00,211811468.00,54,0.000708,0
6699,247033387452035.00,105927195770177.00,54,0.000008,0
6700,247033387452659.00,105927195770177.00,176,0.002409,0
6701,105927195770177.00,211811468.00,159,0.000046,0
6702,247033387452035.00,105927195770177.00,54,0.001431,0
6703,105927195770177.00,211811468.00,160,0.000503,0
6704,247033387452035.00,105927195770177.00,700,0.001344,0
6705,105927195770177.00,211811468.00,82,0.000281,0
6706,247033387452035.00,105927195770177.00,320,0.000908,0
6707,105927195770177.00,211811468.00,54,0.000085,0
6708,247033387452659.00,105927195770177.00,174,0.000746,0
6709,247033387452035.00,105927195770177.00,396,0.001244,0
6710,247033387452659.00,105927195770177.00,177,0.001593,0
6711,105927195770177.00,211811468.00,88,0.000465,0
6712,105927195770177.00,211811468.00,162,0.001879,0
6713,247033387452659.00,105927195770177.00,179,0.000875,0
6714,105927195770177.00,211811468.00,86,0.000628,0
6715,105927195770177.00,211811468.00,92,0.004466,0
6716,105927195770177.00,211811468.00,161,0.001866,0
6717,105927195770177.00,211811468.00,92,0.002195,0
6718,105927195770177.00,211811468.00,163,0.002988,0
6719,105927195770177.00,211811468.00,164,0.002012,0
6720,247033387452035.00,105927195770177.00,320,0.005333,0
6721,247033387452035.00,105927195770177.00,92,0.00019,0
6722,105927195770177.00,211811468.00,54,0.000056,0
6723,247033387452035.00,105927195770177.00,312,0.009402,0
6724,105927195770177.00,211811468.00,54,0.000119,0
6725,247033387452035.00,105927195770177.00,123,0.000276,0
6726,105927195770177.00,211811468.00,54,0.000044,0
6727,247033387452659.00,105927195770177.00,170,0.002745,0
6728,247033387452659.00,105927195770177.00,179,0.00019,0
6729,105927195770177.00,211811468.00,86,0.000132,0
6730,247033387452035.00,105927195770177.00,320,0.011275,0
6731,247033387452035.00,105927195770177.00,92,0.000001,0
6732,105927195770177.00,211811468.00,54,0.000104,0
6733,247033387452035.00,105927195770177.00,328,0.000191,0
6734,247033387452035.00,105927195770177.00,123,0.000001,0
6735,105927195770177.00,211811468.00,54,0.000126,0
6736,105927195770177.00,211811468.00,54,0.000101,0
6737,105927195770177.00,211811468.00,434,0.004697,0
6738,247033387452035.00,105927195770177.00,328,0.003051,0
6739,105927195770177.00,211811468.00,54,0.000118,0
6740,247033387452035.00,105927195770177.00,123,0.000193,0
6741,105927195770177.00,211811468.00,54,0.000042,0
6742,105927195770177.00,211811468.00,408,0.000057,0
6743,247033387452035.00,105927195770177.00,328,0.002945,0
6744,105927195770177.00,211811468.00,54,0.000121,0
6745,247033387452035.00,105927195770177.00,123,0.00025,0
6746,105927195770177.00,211811468.00,54,0.000042,0
6747,105927195770177.00,211811468.00,510,0.002462,0
6748,247033387452035.00,105927195770177.00,320,0.000583,0
6749,247033387452035.00,105927195770177.00,92,0.000371,0
6750,105927195770177.00,211811468.00,54,0.000061,0
6751,247033387452659.00,105927195770177.00,171,0.000274,0
6752,105927195770177.00,211811468.00,88,0.000888,0
6753,247033387452035.00,105927195770177.00,320,0.000615,0
6754,105927195770177.00,211811468.00,54,0.000105,0
6755,247033387452035.00,105927195770177.00,92,0.000258,0
6756,105927195770177.00,211811468.00,54,0.000063,0
6757,247033387452659.00,105927195770177.00,178,0.000676,0
6758,247033387452659.00,105927195770177.00,178,0.001577,0
6759,105927195770177.00,211811468.00,80,0.000008,0
6760,247033387452659.00,105927195770177.00,172,0.001544,0
6761,105927195770177.00,211811468.00,74,0.000022,0
6762,247033387452659.00,105927195770177.00,202,0.001508,0
6763,105927195770177.00,211811468.00,164,0.000124,0
6764,247033387452035.00,105927195770177.00,319,0.000163,0
6765,247033387452035.00,105927195770177.00,92,0.000257,0
6766,105927195770177.00,211811468.00,54,0.000051,0
6767,105927195770177.00,211811468.00,74,0.000679,0
6768,105927195770177.00,211811468.00,92,0.000439,0
6769,105927195770177.00,211811468.00,66,0.000194,0
6770,247033387452035.00,105927195770177.00,320,0.000242,0
6771,105927195770177.00,211811468.00,83,0.000247,0
6772,247033387452035.00,105927195770177.00,92,0.000227,0
6773,105927195770177.00,211811468.00,54,0.000052,0
6774,247033387452659.00,105927195770177.00,308,0.000228,0
6775,247033387452035.00,105927195770177.00,537,0.00044,0
6776,105927195770177.00,211811468.00,164,0.000897,0
6777,105927195770177.00,211811468.00,66,0.002181,0
6778,105927195770177.00,211811468.00,159,0.00292,0
6779,247033387452035.00,105927195770177.00,603,0.000213,0
6780,247033387452035.00,105927195770177.00,1462,0.000177,0
6781,247033387452035.00,105927195770177.00,1462,0.000001,0
6782,105927195770177.00,211811468.00,54,0.000061,0
6783,247033387452035.00,105927195770177.00,1462,0.000342,0
6784,247033387452035.00,105927195770177.00,1462,0.000001,0
6785,247033387452035.00,105927195770177.00,1462,0.000002,0
6786,247033387452035.00,105927195770177.00,1462,0.000001,0
6787,105927195770177.00,211811468.00,54,0.000071,0
6788,247033387452035.00,105927195770177.00,1462,0.000605,0
6789,247033387452035.00,105927195770177.00,1462,0.000002,0
6790,247033387452035.00,105927195770177.00,1462,0.000001,0
6791,105927195770177.00,211811468.00,54,0.000072,0
6792,247033387452035.00,105927195770177.00,321,0.000741,0
6793,247033387452035.00,105927195770177.00,92,0.000206,0
6794,105927195770177.00,211811468.00,54,0.000066,0
6795,247033387452035.00,105927195770177.00,1514,0.003173,0
6796,247033387452035.00,105927195770177.00,1014,0.00024,0
6797,105927195770177.00,211811468.00,54,0.000064,0
6798,247033387452035.00,105927195770177.00,66,0.00133,0
6799,105927195770177.00,211811468.00,54,0.000141,0
6800,247033387452035.00,105927195770177.00,320,0.002111,0
6801,247033387452035.00,105927195770177.00,92,0.000178,0
6802,105927195770177.00,211811468.00,54,0.00007,0
6803,105927195770177.00,211811468.00,577,0.000297,0
6804,247033387452659.00,105927195770177.00,180,0.002387,0
6805,247033387452035.00,105927195770177.00,54,0.002519,0
6806,247033387452035.00,105927195770177.00,320,0.000925,0
6807,105927195770177.00,211811468.00,54,0.000087,0
6808,247033387452035.00,105927195770177.00,92,0.000232,0
6809,105927195770177.00,211811468.00,54,0.000061,0
6810,247033387452035.00,105927195770177.00,320,0.000419,0
6811,247033387452035.00,105927195770177.00,92,0.000451,0
6812,105927195770177.00,211811468.00,54,0.000057,0
6813,247033387452035.00,105927195770177.00,54,0.002893,0
6814,247033387452035.00,105927195770177.00,816,0.00262,0
6815,247033387452659.00,105927195770177.00,184,0.001171,0
6816,247033387452035.00,105927195770177.00,1462,0.000437,0
6817,247033387452035.00,105927195770177.00,1462,0.000393,0
6818,247033387452035.00,105927195770177.00,1462,0.000002,0
6819,105927195770177.00,211811468.00,54,0.00007,0
6820,247033387452035.00,105927195770177.00,1462,0.000395,0
6821,247033387452035.00,105927195770177.00,1462,0.000002,0
6822,247033387452035.00,105927195770177.00,1462,0.000001,0
6823,247033387452035.00,105927195770177.00,1462,0,0
6824,247033387452035.00,105927195770177.00,1462,0.000001,0
6825,105927195770177.00,211811468.00,54,0.000079,0
6826,247033387452035.00,105927195770177.00,1462,0.000557,0
6827,247033387452035.00,105927195770177.00,1462,0.000002,0
6828,247033387452035.00,105927195770177.00,1462,0.000001,0
6829,247033387452035.00,105927195770177.00,1462,0,0
6830,247033387452035.00,105927195770177.00,1462,0.000001,0
6831,247033387452035.00,105927195770177.00,1462,0.000001,0
6832,247033387452035.00,105927195770177.00,1462,0.000001,0
6833,105927195770177.00,211811468.00,54,0.000109,0
6834,247033387452035.00,105927195770177.00,1462,0.000473,0
6835,247033387452035.00,105927195770177.00,1462,0.000002,0
6836,247033387452035.00,105927195770177.00,1462,0.000001,0
6837,247033387452035.00,105927195770177.00,1462,0.000001,0
6838,105927195770177.00,211811468.00,54,0.00008,0
6839,247033387452035.00,105927195770177.00,1462,0.000234,0
6840,105927195770177.00,211811468.00,54,0.000058,0
6841,247033387452659.00,105927195770177.00,178,0.006734,0
6842,105927195770177.00,211811468.00,206,0.000073,0
6843,247033387452659.00,105927195770177.00,178,0.001579,0
6844,105927195770177.00,211811468.00,206,0.000061,0
6845,105927195770177.00,211811468.00,78,0.004283,0
6846,105927195770177.00,211811468.00,90,0.001088,0
6847,105927195770177.00,211811468.00,165,0.000677,0
6848,247033387452659.00,105927195770177.00,206,0.00007,0
6849,105927195770177.00,211811468.00,168,0.001877,0
6850,247033387452659.00,105927195770177.00,180,0.005309,0
6851,105927195770177.00,211811468.00,208,0.000074,0
6852,247033387452659.00,105927195770177.00,177,0.000173,0
6853,105927195770177.00,211811468.00,205,0.000062,0
6854,247033387452035.00,105927195770177.00,1462,0.000444,0
6855,247033387452035.00,105927195770177.00,1462,0.000846,0
6856,247033387452035.00,105927195770177.00,1462,0.000001,0
6857,247033387452035.00,105927195770177.00,1462,0.000001,0
6858,247033387452035.00,105927195770177.00,1462,0.000003,0
6859,247033387452035.00,105927195770177.00,1462,0,0
6860,247033387452035.00,105927195770177.00,1462,0.000001,0
6861,247033387452035.00,105927195770177.00,1462,0.000002,0
6862,247033387452035.00,105927195770177.00,1462,0,0
6863,247033387452035.00,105927195770177.00,1462,0.000001,0
6864,105927195770177.00,211811468.00,54,0.000131,0
6865,247033387452035.00,105927195770177.00,1462,0.000943,0
6866,247033387452035.00,105927195770177.00,1462,0.000002,0
6867,247033387452035.00,105927195770177.00,1462,0.000001,0
6868,247033387452035.00,105927195770177.00,1462,0.000001,0
6869,247033387452035.00,105927195770177.00,1462,0.000001,0
6870,247033387452035.00,105927195770177.00,1462,0,0
6871,247033387452035.00,105927195770177.00,1462,0.000002,0
6872,247033387452035.00,105927195770177.00,1462,0.000001,0
6873,247033387452035.00,105927195770177.00,1462,0,0
6874,247033387452035.00,105927195770177.00,1462,0.000002,0
6875,247033387452035.00,105927195770177.00,1462,0,0
6876,247033387452035.00,105927195770177.00,1462,0.000001,0
6877,247033387452035.00,105927195770177.00,1462,0.000002,0
6878,247033387452035.00,105927195770177.00,1462,0,0
6879,105927195770177.00,211811468.00,54,0.000159,0
6880,247033387452035.00,105927195770177.00,1462,0.000761,0
6881,247033387452035.00,105927195770177.00,1462,0.000002,0
6882,247033387452035.00,105927195770177.00,1462,0.000001,0
6883,247033387452035.00,105927195770177.00,1462,0,0
6884,247033387452035.00,105927195770177.00,116,0.000001,0
6885,105927195770177.00,211811468.00,54,0.000096,0
6886,105927195770177.00,211811468.00,83,0.00543,0
6887,247033387452659.00,105927195770177.00,184,0.000841,0
6888,105927195770177.00,211811468.00,580,0.006513,0
6889,247033387452659.00,105927195770177.00,176,0.003241,0
6890,105927195770177.00,211811468.00,66,0.001122,0
6891,247033387452035.00,105927195770177.00,320,0.002292,0
6892,247033387452035.00,105927195770177.00,92,0.00019,0
6893,105927195770177.00,211811468.00,54,0.000067,0
6894,247033387452035.00,105927195770177.00,66,0.00114,0
6895,105927195770177.00,211811468.00,54,0.000128,0
6896,247033387452035.00,105927195770177.00,320,0.001279,0
6897,247033387452035.00,105927195770177.00,92,0.000207,0
6898,105927195770177.00,211811468.00,54,0.000064,0
6899,105927195770177.00,211811468.00,571,0.001348,0
6900,247033387452035.00,105927195770177.00,781,0.001302,0
6901,247033387452035.00,105927195770177.00,66,0.002608,0
6902,105927195770177.00,211811468.00,54,0.000141,0
6903,105927195770177.00,211811468.00,781,0.000546,0
6904,247033387452035.00,105927195770177.00,321,0.000649,0
6905,247033387452035.00,105927195770177.00,92,0.000328,0
6906,105927195770177.00,211811468.00,54,0.000061,0
6907,105927195770177.00,211811468.00,168,0.008638,0
6908,247033387452035.00,105927195770177.00,54,0.000787,0
6909,247033387452035.00,105927195770177.00,267,0.002159,0
6910,105927195770177.00,211811468.00,437,0.005578,0
6911,105927195770177.00,211811468.00,54,0.005084,0
6912,105927195770177.00,211811468.00,79,0.006455,0
6913,105927195770177.00,211811468.00,90,0.001438,0
6914,247033387452035.00,105927195770177.00,54,0.00848,0
6915,247033387452035.00,105927195770177.00,320,0.001938,0
6916,105927195770177.00,211811468.00,54,0.000114,0
6917,247033387452035.00,105927195770177.00,92,0.000202,0
6918,105927195770177.00,211811468.00,54,0.000063,0
6919,247033387452659.00,105927195770177.00,184,0.001082,0
6920,247033387452035.00,105927195770177.00,1247,0.005492,0
6921,247033387452035.00,105927195770177.00,320,0.001643,0
6922,247033387452035.00,105927195770177.00,92,0.000157,0
6923,105927195770177.00,211811468.00,54,0.00008,0
6924,105927195770177.00,211811468.00,437,0.009718,0
6925,247033387452035.00,105927195770177.00,54,0.014534,0
6926,247033387452035.00,105927195770177.00,1514,0.001567,0
6927,247033387452035.00,105927195770177.00,1514,0.000286,0
6928,247033387452035.00,105927195770177.00,335,0.000001,0
6929,105927195770177.00,211811468.00,54,0.000078,0
6930,105927195770177.00,211811468.00,180,0.003111,0
6931,247033387452035.00,105927195770177.00,319,0.0099,0
6932,247033387452035.00,105927195770177.00,92,0.000164,0
6933,105927195770177.00,211811468.00,54,0.000071,0
6934,247033387452035.00,105927195770177.00,735,0.000598,0
6935,105927195770177.00,211811468.00,147,0.001244,0
6936,105927195770177.00,211811468.00,304,0.002995,0
6937,105927195770177.00,211811468.00,79,0.001661,0
6938,105927195770177.00,211811468.00,1480,0.000351,0
6939,105927195770177.00,211811468.00,54,0.02656,0
6940,105927195770177.00,211811468.00,54,0.000123,0
6941,247033387452659.00,105927195770177.00,192,0.018654,0
6942,105927195770177.00,211811468.00,66,0.001336,0
6943,247033387452659.00,105927195770177.00,192,0.014106,0
6944,247033387452035.00,105927195770177.00,312,0.001576,0
6945,247033387452035.00,105927195770177.00,123,0.000251,0
6946,105927195770177.00,211811468.00,54,0.000075,0
6947,105927195770177.00,211811468.00,92,0.00206,0
6948,247033387452659.00,105927195770177.00,137,0.002433,0
6949,105927195770177.00,211811468.00,66,0.002166,0
6950,247033387452035.00,105927195770177.00,92,0.00497,0
6951,247033387452035.00,105927195770177.00,66,0.004842,0
6952,105927195770177.00,211811468.00,54,0.000151,0
6953,247033387452035.00,105927195770177.00,54,0.000202,0
6954,105927195770177.00,211811468.00,729,0.000152,0
6955,247033387452035.00,105927195770177.00,215,0.000266,0
6956,105927195770177.00,211811468.00,54,0.000071,0
6957,247033387452035.00,105927195770177.00,92,0.000199,0
6958,247033387452035.00,105927195770177.00,66,0.006024,0
6959,105927195770177.00,211811468.00,54,0.000133,0
6960,105927195770177.00,211811468.00,571,0.002812,0
6961,247033387452035.00,105927195770177.00,54,0.000259,0
6962,247033387452035.00,105927195770177.00,827,0.006202,0
6963,105927195770177.00,211811468.00,513,0.00995,0
6964,105927195770177.00,211811468.00,54,0.021007,0
6965,105927195770177.00,211811468.00,54,0.000124,0
6966,247033387452035.00,105927195770177.00,54,0.001682,0
6967,247033387452035.00,105927195770177.00,1514,0.002439,0
6968,247033387452035.00,105927195770177.00,1514,0.000316,0
6969,247033387452035.00,105927195770177.00,811,0.000001,0
6970,105927195770177.00,211811468.00,54,0.000087,0
6971,105927195770177.00,211811468.00,180,0.002659,0
6972,105927195770177.00,211811468.00,551,0.007835,0
6973,105927195770177.00,211811468.00,123,0.019385,0
6974,105927195770177.00,211811468.00,968,0.001892,0
6975,247033387452035.00,105927195770177.00,737,0.001299,0
6976,105927195770177.00,211811468.00,510,0.00309,0
6977,247033387452035.00,105927195770177.00,328,0.007221,0
6978,105927195770177.00,211811468.00,612,0.001183,0
6979,247033387452035.00,105927195770177.00,536,0.002872,0
6980,247033387452035.00,105927195770177.00,1382,0.003019,0
6981,105927195770177.00,211811468.00,54,0.000097,0
6982,105927195770177.00,211811468.00,434,0.000595,0
6983,247033387452035.00,105927195770177.00,54,0.007451,0
6984,247033387452035.00,105927195770177.00,1514,0.001072,0
6985,247033387452035.00,105927195770177.00,704,0.000002,0
6986,105927195770177.00,211811468.00,54,0.000097,0
6987,105927195770177.00,211811468.00,78,0.020339,0
6988,247033387452659.00,105927195770177.00,134,0.001826,0
6989,105927195770177.00,211811468.00,66,0.001093,0
6990,105927195770177.00,211811468.00,83,0.000262,0
6991,247033387452035.00,105927195770177.00,66,0.009731,0
6992,105927195770177.00,211811468.00,54,0.000127,0
6993,105927195770177.00,211811468.00,450,0.000346,0
6994,105927195770177.00,211811468.00,54,0.001824,0
6995,105927195770177.00,211811468.00,54,0.000115,0
6996,105927195770177.00,211811468.00,54,0.000058,0
6997,247033387452035.00,105927195770177.00,874,0.00392,0
6998,247033387452035.00,105927195770177.00,580,0.004054,0
6999,105927195770177.00,211811468.00,431,0.004281,0
7000,105927195770177.00,211811468.00,431,0.000646,0
7001,247033387452035.00,105927195770177.00,54,0.000463,0
7002,247033387452035.00,105927195770177.00,54,0.002,0
7003,247033387452035.00,105927195770177.00,215,0.000692,0
7004,247033387452035.00,105927195770177.00,92,0.000241,0
7005,105927195770177.00,211811468.00,54,0.000067,0
